TMDb ID,IMDb ID,Type,Name,Release Date,Season Number,Episode Number,Rating,Your Rating,Date Rated
66573,tt4955642,tv,The Good Place,2016-09-19T00:00:00Z,,,7.972,,2025-03-04T11:59:12Z
603661,tt8718158,movie,The Hating Game,2021-12-09T00:00:00Z,,,7.272,,2025-03-04T11:59:30Z
136795,tt2404463,movie,The Heat,2013-06-27T00:00:00Z,,,6.591,,2025-03-04T11:59:49Z
390043,tt1959563,movie,The Hitman's Bodyguard,2017-08-16T00:00:00Z,,,6.893,,2025-03-04T12:00:11Z
11852,tt0302640,movie,The Hot Chick,2002-12-13T00:00:00Z,,,6.375,,2025-03-04T12:00:29Z
257211,tt2361509,movie,The Intern,2015-09-23T00:00:00Z,,,7.231,,2025-03-04T12:00:41Z
116741,tt2234155,movie,The Internship,2013-06-07T00:00:00Z,,,6.243,,2025-03-04T12:00:55Z
77338,tt1675434,movie,Intouchables,2011-11-02T00:00:00Z,,,8.272,,2025-03-04T12:01:08Z
1885,tt0087538,movie,The Karate Kid,1984-06-22T00:00:00Z,,,7.225,,2025-03-04T12:01:20Z
38575,tt1155076,movie,The Karate Kid,2010-06-10T00:00:00Z,,,6.569,,2025-03-04T12:01:57Z
9291,tt0398165,movie,The Longest Yard,2005-05-27T00:00:00Z,,,6.679,,2025-03-04T12:02:17Z
286217,tt3659388,movie,The Martian,2015-09-30T00:00:00Z,,,7.701,,2025-03-04T12:02:28Z
854,tt0110475,movie,The Mask,1994-07-29T00:00:00Z,,,6.992,,2025-03-04T12:02:41Z
604,tt0234215,movie,The Matrix Reloaded,2003-05-15T00:00:00Z,,,7.078,,2025-03-04T12:03:11Z
605,tt0242653,movie,The Matrix Revolutions,2003-11-05T00:00:00Z,,,6.754,,2025-03-04T12:03:23Z
564,tt0120616,movie,The Mummy,1999-04-16T00:00:00Z,,,6.981,,2025-03-04T12:03:37Z
1642,tt0113957,movie,The Net,1995-07-28T00:00:00Z,,,6.044,,2025-03-04T12:03:51Z
2316,tt0386676,tv,The Office,2005-03-24T00:00:00Z,,,8.588,,2025-03-04T12:04:03Z
193610,tt2203939,movie,The Other Woman,2014-04-16T00:00:00Z,,,6.425,,2025-03-04T12:04:30Z
92685,tt8050756,tv,The Owl House,2020-01-10T00:00:00Z,,,8.668,,2025-03-04T12:04:55Z
9820,tt0120783,movie,The Parent Trap,1998-07-28T00:00:00Z,,,7.216,,2025-03-04T12:05:10Z
9880,tt0247638,movie,The Princess Diaries,2001-08-03T00:00:00Z,,,6.963,,2025-03-04T12:05:21Z
11130,tt0368933,movie,The Princess Diaries 2: Royal Engagement,2004-08-06T00:00:00Z,,,6.715,,2025-03-04T12:05:29Z
18240,tt1041829,movie,The Proposal,2009-06-02T00:00:00Z,,,7.169,,2025-03-04T12:05:42Z
25527,tt0473389,movie,The Ron Clark Story,2006-08-13T00:00:00Z,,,7.612,,2025-03-04T12:06:13Z
11395,tt0111070,movie,The Santa Clause,1994-11-11T00:00:00Z,,,6.526,,2025-03-04T12:06:28Z
456,tt0096697,tv,The Simpsons,1989-12-17T00:00:00Z,,,8.019,,2025-03-04T12:06:40Z
35,tt0462538,movie,The Simpsons Movie,2007-07-25T00:00:00Z,,,7.023,,2025-03-04T12:06:52Z
37799,tt1285016,movie,The Social Network,2010-10-01T00:00:00Z,,,7.375,,2025-03-04T12:07:03Z
594,tt0362227,movie,The Terminal,2004-06-17T00:00:00Z,,,7.356,,2025-03-04T12:07:15Z
218,tt0088247,movie,The Terminator,1984-10-26T00:00:00Z,,,7.684,,2025-03-04T12:07:26Z
37165,tt0120382,movie,The Truman Show,1998-06-04T00:00:00Z,,,8.155,,2025-03-04T12:07:39Z
20943,tt1142988,movie,The Ugly Truth,2009-07-24T00:00:00Z,,,6.51,,2025-03-04T12:07:51Z
10663,tt0120484,movie,The Waterboy,1998-11-06T00:00:00Z,,,6.054,,2025-03-04T12:08:02Z
106646,tt0993846,movie,The Wolf of Wall Street,2013-12-25T00:00:00Z,,,8.028,,2025-03-04T12:08:13Z
4087,tt0106179,tv,The X-Files,1993-09-10T00:00:00Z,,,8.375,,2025-03-04T12:08:24Z
8337,tt0096256,movie,They Live,1988-11-04T00:00:00Z,,,7.302,,2025-03-04T12:08:35Z
109414,tt1245492,movie,This Is the End,2013-06-12T00:00:00Z,,,6.235,,2025-03-04T12:08:46Z
744,tt0092099,movie,Top Gun,1986-05-16T00:00:00Z,,,7.067,,2025-03-04T12:09:01Z
1621,tt0086465,movie,Trading Places,1983-06-07T00:00:00Z,,,7.228,,2025-03-04T12:09:12Z
1858,tt0418279,movie,Transformers,2007-06-27T00:00:00Z,,,6.836,,2025-03-04T12:09:22Z
97,tt0084827,movie,Tron,1982-07-09T00:00:00Z,,,6.634,,2025-03-04T12:09:34Z
20526,tt1104001,movie,TRON: Legacy,2010-12-14T00:00:00Z,,,6.545,,2025-03-04T12:09:45Z
508947,tt8097030,movie,Turning Red,2022-03-10T00:00:00Z,,,7.335,,2025-03-04T12:09:56Z
2642,tt0313737,movie,Two Weeks Notice,2002-12-19T00:00:00Z,,,6.363,,2025-03-04T12:10:09Z
2691,tt0369179,tv,Two and a Half Men,2003-09-22T00:00:00Z,,,7.457,,2025-03-04T12:10:22Z
86248,tt7826376,tv,Upload,2020-04-30T00:00:00Z,,,7.783,,2025-03-04T12:10:36Z
752,tt0434409,movie,V for Vendetta,2006-02-23T00:00:00Z,,,7.901,,2025-03-04T12:10:48Z
335983,tt1270797,movie,Venom,2018-09-28T00:00:00Z,,,6.826,,2025-03-04T12:10:59Z
26603,tt0096380,movie,Vice Versa,1988-02-25T00:00:00Z,,,5.775,,2025-03-04T12:11:15Z
10681,tt0910970,movie,WALL·E,2008-06-26T00:00:00Z,,,8.114,,2025-03-04T12:11:53Z
187596,tt2463288,movie,Walk of Shame,2014-05-02T00:00:00Z,,,5.963,,2025-03-04T12:12:05Z
860,tt0086567,movie,WarGames,1983-06-03T00:00:00Z,,,7.068,,2025-03-04T12:12:17Z
138832,tt1723121,movie,We're the Millers,2013-08-07T00:00:00Z,,,6.843,,2025-03-04T12:12:32Z
9522,tt0396269,movie,Wedding Crashers,2005-07-13T00:00:00Z,,,6.504,,2025-03-04T12:13:45Z
9029,tt1033643,movie,What Happens in Vegas,2008-05-07T00:00:00Z,,,6.122,,2025-03-04T12:13:56Z
3981,tt0207201,movie,What Women Want,2000-12-15T00:00:00Z,,,6.455,,2025-03-04T12:14:07Z
2064,tt0114924,movie,While You Were Sleeping,1995-04-21T00:00:00Z,,,7.031,,2025-03-04T12:14:18Z
3525,tt0096463,movie,Working Girl,1988-12-20T00:00:00Z,,,6.608,,2025-03-04T12:14:48Z
82690,tt1772341,movie,Wreck-It Ralph,2012-11-01T00:00:00Z,,,7.358,,2025-03-04T12:15:03Z
404368,tt5848272,movie,Ralph Breaks the Internet,2018-11-20T00:00:00Z,,,7.161,,2025-03-04T12:15:11Z
36657,tt0120903,movie,X-Men,2000-07-13T00:00:00Z,,,7.017,,2025-03-04T12:15:31Z
4616,tt0112230,tv,Xena: Warrior Princess,1995-09-04T00:00:00Z,,,7.559,,2025-03-04T12:15:43Z
638597,tt8521876,movie,YES DAY,2021-03-11T00:00:00Z,,,6.678,,2025-03-04T12:15:56Z
10201,tt1068680,movie,Yes Man,2008-12-09T00:00:00Z,,,6.693,,2025-03-04T12:16:07Z
9489,tt0128853,movie,You've Got Mail,1998-12-18T00:00:00Z,,,6.707,,2025-03-04T12:16:18Z
71728,tt6226232,tv,Young Sheldon,2017-09-25T00:00:00Z,,,8.032,,2025-03-04T12:16:32Z
8986,tt0110516,movie,Milk Money,1994-08-31T00:00:00Z,,,6.458,,2025-03-22T17:28:42Z
12779,tt0291502,movie,Swept Away,2002-10-11T00:00:00Z,,,4.728,,2026-01-24T13:29:49Z
1263256,tt31868189,movie,Happy Gilmore 2,2025-07-25T00:00:00Z,,,6.536,,2026-02-23T11:15:46Z
10187,tt1027862,movie,Swing Vote,2008-08-01T00:00:00Z,,,5.757,,2026-02-24T12:27:35Z
9509,tt0328107,movie,Man on Fire,2004-04-23T00:00:00Z,,,7.468,,2026-06-27T16:14:35Z
